   No. ,   MgO   ,   SiO2  ,   Na2O  ,   Al2O3 ,   Cr2O3 ,   MnO   ,   CaO   ,   TiO2  ,   NiO   ,   FeO   ,K2O,  Total  ,Comment  ,Location,Sample,Type,   Mg,   Si,   Na,   Al,   Cr,   Mn,   Ca,   Ti,   Ni,   Fe,K,Mg #,Mg,Fe,Ca
159,16.274,54.113,0.24,0.183,0.022,0.099,24.076,0.517,0,3.132,,98.656,mrwy30_px3core_10 Line 054 ,HM,MRWY30,Lava,0.896620147,1.999918667,0.01719725,0.007970936,0.00064284,0.003099022,0.953370906,0.01437462,0,0.096804062,0,0.902555161,46.05621516,4.972483297,48.97130154
160,16.305,54.03,0.256,0.183,0,0.104,23.988,0.546,0.021,3.148,,98.581,mrwy30_px3core_10 Line 055 ,HM,MRWY30,Lava,0.899139542,1.998654853,0.018360303,0.007978136,0,0.003258479,0.950744261,0.015194646,0.000624884,0.097386479,0,0.902274023,46.17435752,5.001179332,48.82446315
161,16.359,54.23,0.236,0.19,0.01,0.094,24.058,0.546,0.001,3.141,,98.865,mrwy30_px3core_10 Line 056 ,HM,MRWY30,Lava,0.899179586,1.999520364,0.016870784,0.008256336,0.000291511,0.002935573,0.950413475,0.015145164,2.97E-05,0.096853489,0,0.902760771,46.19595571,4.975913089,48.8281312
162,16.181,54.263,0.248,0.181,0.002,0.103,24.02,0.559,0.01,3.165,,98.732,mrwy30_px3core_10 Line 057 ,HM,MRWY30,Lava,0.890486559,2.003190963,0.017750364,0.007874893,5.84E-05,0.003220584,0.950076098,0.015524781,0.000296959,0.09771323,0,0.901119964,45.94219868,5.041244695,49.01655663
163,16.284,54.194,0.241,0.199,0.004,0.107,23.912,0.572,0.007,3.144,,98.664,mrwy30_px3core_10 Line 058 ,HM,MRWY30,Lava,0.896539911,2.001503169,0.017256756,0.008661751,0.000116798,0.003347092,0.946210612,0.015892646,0.00020796,0.097106593,0,0.902272496,46.21680141,5.005863177,48.77733541
164,16.224,54.197,0.255,0.178,0.008,0.116,23.918,0.587,0.011,3.187,,98.681,mrwy30_px3core_10 Line 059 ,HM,MRWY30,Lava,0.893381997,2.001939954,0.018262197,0.007748958,0.000233634,0.003629214,0.946602176,0.016312068,0.000326848,0.098450736,0,0.900738569,46.08779961,5.078877591,48.8333228
165,16.259,54.035,0.253,0.185,0.012,0.097,24.003,0.598,0.04,3.262,,98.744,mrwy30_px3core_10 Line 060 ,HM,MRWY30,Lava,0.895745288,1.996927961,0.018127788,0.008057615,0.000350621,0.003036252,0.950428837,0.016625838,0.001189117,0.10081666,0,0.898835532,46.00665268,5.178075851,48.81527147
166,16.165,53.968,0.264,0.198,0.016,0.123,23.966,0.608,0.006,3.31,,98.624,mrwy30_px3core_10 Line 061 ,HM,MRWY30,Lava,0.891805408,1.997226213,0.018942265,0.008635821,0.000468145,0.003855448,0.950283801,0.016927375,0.000178616,0.102442468,0,0.896964861,45.86222064,5.268233433,48.86954593
167,16.212,54.048,0.277,0.197,0.005,0.125,23.896,0.614,0.013,3.274,,98.661,mrwy30_px3core_10 Line 062 ,HM,MRWY30,Lava,0.89363165,1.99847222,0.01985799,0.008584841,0.00014617,0.003914779,0.946695984,0.017079768,0.000386669,0.101241429,0,0.898236839,46.02626128,5.214412983,48.75932574
168,16.154,53.848,0.257,0.194,0,0.112,23.858,0.612,0,3.348,,98.383,mrwy30_px3core_10 Line 063 ,HM,MRWY30,Lava,0.893299392,1.997482938,0.018483477,0.008481306,0,0.003518927,0.948231488,0.017078906,0,0.103862807,0,0.895841612,45.91869494,5.338909426,48.74239564
169,16.186,53.855,0.265,0.195,0.015,0.102,23.923,0.631,0,3.321,,98.493,mrwy30_px3core_10 Line 064 ,HM,MRWY30,Lava,0.894205439,1.995815275,0.019040451,0.0085168,0.000439496,0.003201646,0.949897598,0.017592145,0,0.10292581,0,0.896778072,45.92666617,5.286301225,48.7870326
170,16.138,53.836,0.283,0.192,0.006,0.118,23.836,0.622,0,3.391,,98.422,mrwy30_px3core_10 Line 065 ,HM,MRWY30,Lava,0.892340407,1.996871753,0.020351708,0.008393172,0.000175954,0.003707133,0.947278332,0.017356529,0,0.105188021,0,0.894551355,45.88324278,5.408661829,48.70809539
171,16.245,53.9,0.273,0.194,0.007,0.148,23.902,0.631,0.017,3.385,,98.702,mrwy30_px3core_10 Line 066 ,HM,MRWY30,Lava,0.896036433,1.994303534,0.019584035,0.008459637,0.000204772,0.004638131,0.947553136,0.017564143,0.000505975,0.10474234,0,0.895339167,45.98992753,5.376000848,48.63407162
172,16.144,53.763,0.301,0.196,0,0.148,23.758,0.639,0.011,3.383,,98.343,mrwy30_px3core_10 Line 067 ,HM,MRWY30,Lava,0.893501133,1.996015889,0.021666264,0.008575987,0,0.004653942,0.945055285,0.017847462,0.000328512,0.105037313,0,0.894808945,45.97159987,5.40428337,48.62411676
173,15.993,53.561,0.29,0.195,0,0.114,23.738,0.662,0.027,3.409,,97.989,mrwy30_px3core_10 Line 068 ,HM,MRWY30,Lava,0.88856677,1.996205962,0.020955195,0.008565226,0,0.003598656,0.947911156,0.018561359,0.000809465,0.106253875,0,0.893192933,45.73800509,5.4693023,48.79269261
174,16.054,53.804,0.302,0.212,0,0.113,23.739,0.685,0,3.506,,98.415,mrwy30_px3core_10 Line 069 ,HM,MRWY30,Lava,0.88802376,1.996422392,0.021726104,0.009270886,0,0.003551363,0.943772082,0.01912157,0,0.108795488,0,0.890857356,45.7604724,5.606305997,48.6332216
175,16.007,53.741,0.312,0.206,0,0.138,23.751,0.682,0.023,3.491,,98.351,mrwy30_px3core_10 Line 070 ,HM,MRWY30,Lava,0.886309186,1.996078376,0.022467952,0.009017509,0,0.004341399,0.945193189,0.01905686,0.000687191,0.108438325,0,0.890989096,45.68743704,5.58977524,48.72278772
176,16.039,53.965,0.34,0.21,0.008,0.143,23.823,0.717,0.015,3.576,,98.836,mrwy30_px3core_10 Line 071 ,HM,MRWY30,Lava,0.884041728,1.995281609,0.024372943,0.009150795,0.000233858,0.004478235,0.943746397,0.019943725,0.000446129,0.110573392,0,0.88882796,45.60768052,5.704477276,48.68784221
177,16.078,53.928,0.331,0.198,0,0.146,23.75,0.726,0,3.551,,98.708,mrwy30_px3core_10 Line 072 ,HM,MRWY30,Lava,0.88701339,1.995763183,0.023749787,0.008635896,0,0.004576425,0.941727264,0.020212798,0,0.109902221,0,0.889757749,45.75434709,5.669028709,48.5766242
178,16.035,54.033,0.353,0.209,0.011,0.122,23.58,0.745,0.025,3.759,,98.872,mrwy30_px3core_10 Line 073 ,HM,MRWY30,Lava,0.883442901,1.996940582,0.025294017,0.009103321,0.000321417,0.003818956,0.933720083,0.020713689,0.000743231,0.116182172,0,0.883774251,45.69504301,6.009385958,48.29557103
179,16.006,53.919,0.382,0.2,0.001,0.174,23.54,0.758,0,3.759,,98.739,mrwy30_px3core_10 Line 074 ,HM,MRWY30,Lava,0.883315574,1.996050133,0.027417637,0.008725838,2.93E-05,0.00545579,0.93369044,0.021110277,0,0.116375898,0,0.883588185,45.68758859,6.019291775,48.29311963
180,15.969,53.787,0.407,0.202,0,0.152,23.426,0.775,0.022,3.692,,98.432,mrwy30_px3core_10 Line 075 ,HM,MRWY30,Lava,0.883706016,1.996659247,0.029292611,0.00883742,0,0.004779132,0.93173328,0.021643298,0.000656942,0.114617104,0,0.885190375,45.78653848,5.938536485,48.27492503
1,17.14,54.45,0.1918,0.0719,0,0.0266,25.07,0.6163,0,2.68,,100.2466,mrwz57_cpx1_1 ,ZM,MRWY57,Lava,0.930175636,1.982204999,0.013537433,0.003084801,0,0.000820184,0.977849132,0.01687866,0,0.081591813,0,0.919357148,46.75150202,4.100881224,49.14761676
2,17.02,54.71,0.2536,0.0475,0.0002,0.0386,24.92,0.611,0.0423,2.96,,100.6031,mrwz57_cpx1_2 ,ZM,MRWY57,Lava,0.921049176,1.986033265,0.01784868,0.002032174,5.74E-06,0.001186823,0.969247477,0.016686149,0.001235201,0.089861284,0,0.911108563,46.51392493,4.5380867,48.94798837
3,17.21,54.49,0.263,0.0833,0.0017,0.0262,24.91,0.6455,0.0146,2.65,,100.2942,mrwz57_cpx1_3 ,ZM,MRWY57,Lava,0.933213694,1.982045325,0.018547679,0.003570995,4.89E-05,0.000807192,0.970816924,0.017663962,0.000427196,0.080612753,0,0.920486634,47.02173235,4.061825621,48.91644203
4,17.33,54.43,0.2244,0.1186,0.0013,0.0062,24.76,0.8434,0.0173,2.61,,100.3412,mrwz57_cpx1_4 ,ZM,MRWY57,Lava,0.938740551,1.977797807,0.015808965,0.005078971,3.73E-05,0.000190816,0.963964487,0.023055379,0.00050567,0.079313145,0,0.922093358,47.36286272,4.00163557,48.63550171
5,17.25,54.35,0.2179,0.1204,0,0.0243,25.02,0.7994,0.018,2.63,,100.4299,mrwy57_cpx2_1 ,ZM,MRWY57,Lava,0.93462742,1.975356602,0.015354661,0.005157271,0,0.000748051,0.974316602,0.021857738,0.000526255,0.079939755,0,0.921208021,46.99256091,4.019327625,48.98811147
6,17.27,54.12,0.2665,0.1298,0.0096,0.0107,24.74,0.9593,0.0176,2.81,,100.3334,mrwy57_cpx2_2 ,ZM,MRWY57,Lava,0.937276871,1.970288812,0.018810761,0.005569219,0.00027632,0.00032994,0.965025159,0.026273726,0.000515421,0.085553844,0,0.916355812,47.15014216,4.303825306,48.54603254
7,17.17,53.95,0.1891,0.118,0.0189,0.0093,24.81,0.7775,0.0089,2.65,,99.7018,mrwy57_cpx2_3 ,ZM,MRWY57,Lava,0.937049055,1.975058765,0.013421997,0.005091176,0.000547041,0.00028837,0.97315535,0.021413324,0.000262093,0.08113263,0,0.920316157,47.0562762,4.074279146,48.86944465
8,17.36,54.46,0.1653,0.0884,0,0.0212,25.19,0.6259,0.0196,2.37,,100.3004,mrwy57_cpx2_4 ,ZM,MRWY57,Lava,0.940708519,1.979609522,0.011649621,0.003787056,0,0.000652704,0.981063012,0.017115988,0.000573107,0.072046245,0,0.928861115,47.18126856,3.613481908,49.20524953
9,17.4,54.22,0.2247,0.1102,0.0003,0.0204,24.94,0.7885,0.0089,2.57,,100.283,mrwy57_cpx2_5 ,ZM,MRWY57,Lava,0.943957627,1.973146383,0.015854038,0.004726383,8.63E-06,0.000628795,0.972440592,0.021587214,0.000260536,0.078215715,0,0.923480967,47.32533002,3.921346074,48.75332391
10,17.77,53.58,0.1942,0.1546,0,0.0394,24.95,0.806,0.0269,2.35,,99.8712,mrwy54_cpx2_1 ,ZM,MRWY54,Lava,0.968708468,1.959317956,0.013768559,0.006662837,0,0.00122033,0.977551388,0.022173404,0.000791283,0.071867275,0,0.930935085,48.00036892,3.561087588,48.43854349
11,17.81,53.66,0.201,0.1699,0.0161,0.0155,24.86,0.8457,0.0245,2.4,,100.0026,mrwy54_cpx2_2 ,ZM,MRWY54,Lava,0.969380639,1.959194854,0.014228531,0.00731085,0.000464753,0.000479333,0.972511902,0.023229422,0.000719566,0.073282337,0,0.92971618,48.10404546,3.636524932,48.25942961
12,17.6,53.55,0.2096,0.1815,0.0147,0.027,24.77,0.9021,0.0202,2.41,,99.6852,mrwy54_cpx2_3 ,ZM,MRWY54,Lava,0.960890519,1.9611791,0.01488285,0.00783397,0.000425642,0.00083753,0.971964998,0.024854646,0.000595096,0.073813522,0,0.928662188,47.88485298,3.678410377,48.43673665
13,17.8,53.79,0.2178,0.173,0.0067,0.0266,24.77,0.9018,0.005,2.46,,100.1508,mrwy54_cpx2_4 ,ZM,MRWY54,Lava,0.967143838,1.960510407,0.015390847,0.007431239,0.000193069,0.00082116,0.967298361,0.024727087,0.000146594,0.074983174,0,0.928047951,48.13036857,3.731572966,48.13805847
14,17.87,54.1,0.1694,0.1312,0.0137,0.0231,25.08,0.6574,0.0243,2.24,,100.3091,mrwy54_cpx2_5 ,ZM,MRWY54,Lava,0.96856533,1.966971977,0.011941293,0.005621889,0.000393814,0.000711364,0.977001605,0.017981492,0.000710697,0.068109867,0,0.934299704,48.09934389,3.382363384,48.51829273
15,17.92,54.05,0.19,0.1497,0.0091,0.0191,24.87,0.7566,0.0147,2.31,,100.2891,mrwy54_cpx2_6 ,ZM,MRWY54,Lava,0.971313955,1.965232159,0.013393954,0.006414864,0.000261595,0.000588207,0.968859466,0.020695676,0.000429945,0.070241091,0,0.932561326,48.31411379,3.493861124,48.19202508
16,17.55,53.64,0.2439,0.2301,0,0.0147,24.63,1.0812,0.0157,2.76,,100.1656,mrwy54_cpx2_7 ,ZM,MRWY54,Lava,0.954633427,1.957243351,0.0172546,0.0098951,0,0.00045431,0.962913569,0.029679543,0.000460822,0.084222135,0,0.918927965,47.68948688,4.207385025,48.1031281
17,17.89,54.1,0.1999,0.1333,0.0025,0.0253,24.89,0.7671,0.0089,2.35,,100.3669,mrwy54_cpx2_8 ,ZM,MRWY54,Lava,0.969104594,1.965866934,0.014083373,0.005708665,7.18E-05,0.000778675,0.969055357,0.020970266,0.00026015,0.071414405,0,0.931366554,48.22437106,3.553708,48.22192094
18,18.55,55.47,0.2015,0.1338,0,0.016,24.2,0.746,0.0063,2.56,,101.8836,mrwy54_cpx3_1 ,ZM,MRWY54,Lava,0.986233546,1.978292768,0.013932995,0.00562388,0,0.000483316,0.924729263,0.020015495,0.000180738,0.076354294,0,0.928143075,49.62638043,3.842079064,46.53154051
19,17.73,54.15,0.1954,0.1768,0.0008,0.0164,24.37,0.8803,0.0106,2.79,,100.3203,mrwy54_cpx3_2 ,ZM,MRWY54,Lava,0.960978749,1.96879297,0.013774099,0.00757585,2.30E-05,0.000505038,0.949344756,0.024078388,0.000310017,0.084833405,0,0.918882751,48.16557256,4.251966565,47.58246088
1,17.4,55.797,0.248,0.245,0.054,0.017,24.706,0.455,0,2.709,,101.631,mrwy12_cpxline Line 001 ,HM,MRWY12,Lava,0.928015751,1.996243382,0.017202492,0.010330379,0.001527446,0.000515146,0.947047833,0.01224642,0,0.081053682,0,0.919674821,47.44172382,4.143600374,48.41467581
2,17.401,55.687,0.248,0.241,0.061,0.036,24.836,0.51,0.012,2.784,,101.816,mrwy12_cpxline Line 002 ,HM,MRWY12,Lava,0.927553448,1.991200991,0.017192934,0.010156074,0.00172449,0.001090291,0.951502134,0.01371913,0.00034516,0.083251413,0,0.917638492,47.26851865,4.24252746,48.48895389
3,17.403,55.736,0.266,0.24,0.062,0.01,24.828,0.485,0.021,2.708,,101.759,mrwy12_cpxline Line 003 ,HM,MRWY12,Lava,0.92769698,1.99303241,0.018441542,0.010114335,0.00175283,0.000302871,0.951233503,0.013047143,0.000604053,0.080981968,0,0.919714823,47.33359287,4.131917644,48.53448949
4,17.326,55.354,0.284,0.233,0.06,0.008,24.822,0.478,0.012,2.672,,101.249,mrwy12_cpxline Line 004 ,HM,MRWY12,Lava,0.928751568,1.990429503,0.019799452,0.009874184,0.001705762,0.00024365,0.956315951,0.012930663,0.000347102,0.080351752,0,0.920373117,47.25462815,4.088275363,48.65709648
5,17.227,55.145,0.439,0.233,0.056,0.034,24.632,0.458,0.015,2.706,,100.945,mrwy12_cpxline Line 005 ,HM,MRWY12,Lava,0.92678207,1.990080532,0.0307161,0.00990987,0.001597798,0.001039255,0.95242552,0.012434408,0.000435445,0.08166828,0,0.919016063,47.26367866,4.164887792,48.57143355
6,17.237,55.387,0.26,0.228,0.045,0.017,24.775,0.479,0.04,2.704,,101.172,mrwy12_cpxline Line 006 ,HM,MRWY12,Lava,0.924582056,1.992912184,0.018138055,0.00966858,0.001280154,0.000518093,0.955126337,0.012966147,0.001157758,0.081366964,0,0.919114227,47.14668678,4.149099309,48.70421391
7,17.351,55.42,0.231,0.227,0.058,0.004,24.745,0.467,0.022,2.615,,101.14,mrwy12_cpxline Line 007 ,HM,MRWY12,Lava,0.930298821,1.993246559,0.01610807,0.009622056,0.001649271,0.000121852,0.953561696,0.012635909,0.000636495,0.078655175,0,0.922042853,47.40338256,4.007874945,48.5887425
8,17.251,55.421,0.242,0.222,0.029,0.018,24.851,0.452,0.006,2.63,,101.122,mrwy12_cpxline Line 008 ,HM,MRWY12,Lava,0.925364889,1.994204265,0.016882925,0.009414468,0.000825017,0.000548588,0.9580893,0.0122357,0.00017367,0.079142932,0,0.921212229,47.15001766,4.03256131,48.81742103
9,17.397,55.422,0.249,0.226,0.051,0.03,24.943,0.464,0.024,2.67,,101.476,mrwy12_cpxline Line 009 ,HM,MRWY12,Lava,0.930772152,1.989059399,0.017326145,0.009559199,0.001447122,0.000911939,0.959137967,0.012527911,0.000692874,0.080137894,0,0.920726978,47.24616587,4.067814258,48.68601987
10,17.234,55.353,0.262,0.229,0.06,0.018,24.906,0.453,0.025,2.677,,101.217,mrwy12_cpxline Line 010 ,HM,MRWY12,Lava,0.924329884,1.991492201,0.018275774,0.009710027,0.001706704,0.000548515,0.960081868,0.012261137,0.000723527,0.080546546,0,0.919844327,47.04068706,4.099147868,48.86016507
11,17.342,55.098,0.235,0.225,0.046,0.035,24.929,0.478,0.034,2.641,,101.063,mrwy12_cpxline Line 011 ,HM,MRWY12,Lava,0.932050856,1.986427886,0.01642638,0.009560201,0.001311186,0.001068769,0.962960923,0.012964626,0.000986037,0.079628122,0,0.921291117,47.2010545,4.032538909,48.76640659
12,17.282,55.304,0.248,0.229,0.048,0,24.744,0.452,0.016,2.599,,100.922,mrwy12_cpxline Line 012 ,HM,MRWY12,Lava,0.928669803,1.993519132,0.017332156,0.009728522,0.001367964,0,0.955653839,0.012257373,0.00046394,0.078348601,0,0.922197448,47.31660144,3.991935065,48.69146349
13,17.219,55.434,0.245,0.226,0.054,0.031,24.774,0.484,0.015,2.649,,101.131,mrwy12_cpxline Line 013 ,HM,MRWY12,Lava,0.923550274,1.994460197,0.017090402,0.00958308,0.001536075,0.000944691,0.955019253,0.013100553,0.000434128,0.079706221,0,0.920552499,47.16140077,4.070224594,48.76837463
14,17.164,55.267,0.234,0.22,0.049,0.007,24.768,0.456,0.044,2.637,,100.846,mrwy12_cpxline Line 014 ,HM,MRWY12,Lava,0.923362059,1.994416927,0.016372046,0.009356647,0.001398027,0.000213957,0.957652258,0.012379697,0.001277263,0.079583181,0,0.920650522,47.09595212,4.059128978,48.8449189
15,17.319,55.316,0.225,0.227,0.046,0.04,24.848,0.474,0.01,2.594,,101.099,mrwy12_cpxline Line 015 ,HM,MRWY12,Lava,0.929427623,1.991315492,0.015703949,0.009630807,0.001309232,0.00121963,0.958401711,0.012836977,0.000289579,0.078094488,0,0.922488562,47.276889,3.972406612,48.75070439
16,17.265,55.291,0.246,0.229,0.036,0.023,24.793,0.453,0,2.693,,101.029,mrwy12_cpxline Line 016 ,HM,MRWY12,Lava,0.927356741,1.992192203,0.017184976,0.009724332,0.001025531,0.000701913,0.957133924,0.012279201,0,0.081147333,0,0.919536931,47.17840935,4.12829488,48.69329577
17,17.244,55.138,0.235,0.222,0.033,0.023,24.759,0.479,0.009,2.691,,100.833,mrwy12_cpxline Line 017 ,HM,MRWY12,Lava,0.928211147,1.990931488,0.016451678,0.009447259,0.000942082,0.000703415,0.957867071,0.013011757,0.000261412,0.081260616,0,0.919501844,47.18105143,4.130484002,48.68846457
18,17.214,55.167,0.256,0.228,0.054,0.03,24.703,0.46,0.019,2.758,,100.889,mrwy12_cpxline Line 018 ,HM,MRWY12,Lava,0.926314434,1.991372663,0.017916376,0.009699638,0.00154112,0.000917219,0.955409839,0.012491832,0.000551702,0.083258492,0,0.917530978,47.14109713,4.237110547,48.62179232
19,17.142,54.869,0.241,0.224,0.051,0.016,24.738,0.457,0.019,2.628,,100.385,mrwy12_cpxline Line 019 ,HM,MRWY12,Lava,0.926991316,1.990388076,0.016949809,0.009576488,0.001462683,0.000491597,0.961484171,0.012471596,0.000554424,0.079725487,0,0.92080644,47.09840755,4.05067817,48.85091428
20,17.119,54.766,0.268,0.223,0.058,0.009,24.704,0.485,0.013,2.681,,100.326,mrwy12_cpxline Line 020 ,HM,MRWY12,Lava,0.926690528,1.988675371,0.01886795,0.009543447,0.001665138,0.000276805,0.961140747,0.013249202,0.000379729,0.081416193,0,0.919238518,47.05810434,4.134381002,48.80751466
21,17.073,54.72,0.288,0.234,0.065,0.02,24.473,0.466,0.025,2.748,,100.112,mrwy12_cpxline Line 021 ,HM,MRWY12,Lava,0.925963038,1.990794537,0.020314675,0.010033298,0.001869662,0.000616296,0.953969301,0.01275444,0.000731641,0.083609993,0,0.917182819,47.1577833,4.258120198,48.5840965
22,16.946,54.564,0.258,0.235,0.051,0.02,24.686,0.5,0.026,2.722,,100.008,mrwy12_cpxline Line 022 ,HM,MRWY12,Lava,0.920676262,1.988577333,0.018230267,0.01009373,0.001469521,0.000617369,0.963948533,0.013708862,0.000762232,0.082963203,0,0.917337644,46.79212635,4.216492632,48.99138102
23,16.87,54.597,0.27,0.292,0.038,0.011,24.568,0.562,0.016,2.804,,100.028,mrwy12_cpxline Line 023 ,HM,MRWY12,Lava,0.916160695,1.98894097,0.019070142,0.012536707,0.001094476,0.00033941,0.958936291,0.015402263,0.000468868,0.085426424,0,0.914708943,46.73041342,4.357327428,48.91225915
24,16.083,53.189,0.467,0.624,0.029,0.037,23.809,1.317,0.007,3.881,,99.443,mrwy12_cpxline Line 024 ,HM,MRWY12,Lava,0.884069246,1.961270911,0.033386407,0.027117389,0.000845441,0.00115557,0.940640675,0.036533952,0.000207631,0.119679705,0,0.880767293,45.4677002,6.155129782,48.37717001
25,13.971,50.929,0.953,1.082,0,0.014,23.182,2.712,0.025,5.795,,98.663,mrwy12_cpxline Line 025 ,HM,MRWY12,Lava,0.784359886,1.918004278,0.069584797,0.048024096,0,0.000446572,0.93541033,0.076836791,0.000757359,0.18251517,0,0.811231897,41.23250335,9.594520973,49.17297568
26,12.898,50.221,1.235,0.925,0.008,0.035,23.225,2.595,0.037,7.156,,98.335,mrwy12_cpxline Line 026 ,HM,MRWY12,Lava,0.733206827,1.915076048,0.091307125,0.041570947,0.00024119,0.00113044,0.948906078,0.07444459,0.001134958,0.228208652,0,0.762632642,38.38133032,11.94608578,49.6725839
27,13.015,52.085,1.053,0.523,0,0.041,23.506,1.431,0.029,7.181,,98.864,mrwy12_cpxline Line 027 ,HM,MRWY12,Lava,0.73252495,1.966470603,0.077079733,0.02327148,0,0.001311105,0.950868279,0.040645225,0.000880745,0.226736178,0,0.763634561,38.34949337,11.87019986,49.78030678
28,12.734,52.491,1.015,0.469,0.008,0.052,23.411,1.233,0.016,7.645,,99.074,mrwy12_cpxline Line 028 ,HM,MRWY12,Lava,0.715550016,1.978593317,0.074177941,0.02083493,0.000238414,0.001660175,0.945493383,0.034964706,0.000485142,0.240996251,0,0.748055835,37.62014195,12.67041151,49.70944654
29,13.855,53.312,0.787,0.305,0,0.047,23.764,0.738,0,6.219,,99.027,mrwy12_cpxline Line 029 ,HM,MRWY12,Lava,0.772636717,1.994299265,0.057079101,0.013446607,0,0.001489162,0.952470942,0.020769059,0,0.194557069,0,0.798843756,40.24852392,10.13495046,49.61652561
30,14.303,53.757,0.752,0.197,0,0.037,23.859,0.336,0.001,6.009,,99.251,mrwy12_cpxline Line 030 ,HM,MRWY12,Lava,0.794417064,2.002871056,0.054321637,0.008650311,0,0.001167612,0.952438716,0.009417863,3.00E-05,0.187232517,0,0.809267461,41.07449825,9.680660247,49.2448415
31,13.862,53.817,0.861,0.192,0.011,0.059,23.516,0.336,0.03,6.656,,99.34,mrwy12_cpxline Line 031 ,HM,MRWY12,Lava,0.77093796,2.007749662,0.062277371,0.008441873,0.000324453,0.001864322,0.939983793,0.009430277,0.000900303,0.207665568,0,0.787793971,40.18258389,10.8238789,48.9935372
32,13.687,53.64,0.955,0.201,0.003,0.047,23.263,0.304,0,6.918,,99.018,mrwy12_cpxline Line 032 ,HM,MRWY12,Lava,0.764302568,2.009288791,0.069357592,0.008873545,8.88E-05,0.001491181,0.933654405,0.008566872,0,0.216718135,0,0.779089132,39.91813361,11.31879421,48.76307218
33,12.929,53.411,1.203,0.217,0.015,0.074,22.746,0.253,0,7.992,,98.84,mrwy12_cpxline Line 033 ,HM,MRWY12,Lava,0.726577378,2.013465473,0.087925763,0.00964097,0.000447069,0.002362784,0.918724609,0.007175119,0,0.251959105,0,0.742514347,38.29611964,13.28014928,48.42373108
34,12.539,53.363,1.366,0.22,0.013,0.05,22.368,0.253,0.009,8.536,,98.717,mrwy12_cpxline Line 034 ,HM,MRWY12,Lava,0.706790081,2.017735901,0.100140977,0.009803796,0.000388631,0.001601301,0.906187518,0.007196805,0.000273744,0.269922816,0,0.723641597,37.53730549,14.33548018,48.12721433
35,12.567,53.184,1.421,0.209,0.02,0.038,22.412,0.252,0.036,8.735,,98.874,mrwy12_cpxline Line 035 ,HM,MRWY12,Lava,0.708593736,2.011607435,0.10420615,0.00931657,0.000598083,0.001217376,0.908258949,0.007170639,0.001095323,0.276303413,0,0.719459628,37.42922924,14.59485633,47.97591442
36,12.629,53.014,1.449,0.219,0.036,0.038,22.457,0.257,0.006,8.671,,98.776,mrwy12_cpxline Line 036 ,HM,MRWY12,Lava,0.713014177,2.00778089,0.106397437,0.009775014,0.001077948,0.001218956,0.911264222,0.007322409,0.000182791,0.274635095,0,0.721930545,37.5485339,14.46274914,47.98871695
37,12.735,53.386,1.393,0.211,0.035,0.062,22.425,0.276,0,8.334,,98.857,mrwy12_cpxline Line 037 ,HM,MRWY12,Lava,0.716464539,2.014743084,0.101924936,0.00938474,0.001044311,0.001981813,0.906758386,0.007836037,0,0.263030974,0,0.731462809,37.98346232,13.94462188,48.07191581
38,13.633,53.514,1.157,0.226,0.056,0.053,22.945,0.346,0.024,7.18,,99.134,mrwy12_cpxline Line 038 ,HM,MRWY12,Lava,0.761589788,2.00536593,0.0840614,0.009981187,0.001659143,0.001682213,0.921257672,0.00975433,0.000723461,0.225015154,0,0.771929833,39.91848167,11.7940963,48.28742203
