   No. ,   SiO2  ,   Al2O3 ,   Na2O  ,   F     ,   K2O   ,   MnO   ,   CaO   ,   MgO   ,   TiO2  ,   FeO   ,   Cr2O3 ,   NiO   ,   Cl    ,   Rb2O  ,   BaO   ,  Total  ,Comment  ,Location,Sample,type,   Si  ,   Al,   Na  ,   K,   Mn ,   Ca,   Mg ,   Ti ,   Fe,   Cr,   Ni   ,   Rb ,   Ba   ,   Cl    ,   F     ,OH
137,41.41,12.8,0.22,1.67,10.96,0,0,24.82,2.16,2.89,,,,,,98.31,mrwy01_phl4_9 ,BT,MRWY01,lava,5.8,2.11,0.06,1.96,0,0,5.19,0.34,0.34,0,0,0,0,0,0.74,3.26
138,41.39,12.92,0.26,2.3,10.85,0.02,0.02,24.28,2.21,3.14,,,,,,98.52,mrwy01_phl4_10 ,BT,MRWY01,lava,5.81,2.14,0.07,1.94,0,0,5.08,0.35,0.37,0,0,0,0,0,1.02,2.98
139,41.77,12.7,0.29,1.52,10.86,0.02,0.03,24.56,2.2,2.84,,,,,,98.58,mrwy01_phl4_11 ,BT,MRWY01,lava,5.85,2.1,0.08,1.94,0,0,5.12,0.35,0.33,0,0,0,0,0,0.67,3.33
140,40.89,13.22,0.24,2.28,10.79,0.02,0.01,24.23,2.28,3.08,,,,,,98.46,mrwy01_phl4_12 ,BT,MRWY01,lava,5.76,2.2,0.06,1.94,0,0,5.09,0.36,0.36,0,0,0,0,0,1.02,2.98
141,41.68,12.81,0.24,3.29,10.87,0.01,0.01,25.01,1.77,2.99,,,,,,98.74,mrwy01_phl4_13 ,BT,MRWY01,lava,5.84,2.12,0.07,1.94,0,0,5.23,0.28,0.35,0,0,0,0,0,1.46,2.54
142,41.59,12.89,0.25,2.27,10.85,0.01,0.02,24.32,2.21,3.27,,,,,,99.26,mrwy01_phl4_14 ,BT,MRWY01,lava,5.82,2.13,0.07,1.94,0,0,5.08,0.35,0.38,0,0,0,0,0,1.01,2.99
143,41.54,12.75,0.23,1.92,10.89,0.01,0.02,24.48,2.01,2.97,,,,,,98.7,mrwy01_phl4_15 ,BT,MRWY01,lava,5.85,2.12,0.06,1.96,0,0,5.13,0.32,0.35,0,0,0,0,0,0.86,3.14
144,41.18,13,0.26,2.2,10.76,0.04,0.03,24.56,2.21,2.88,,,,,,98.58,mrwy01_phl5L Line 001 ,BT,MRWY01,lava,5.79,2.15,0.07,1.93,0.01,0,5.15,0.35,0.34,0,0,0,0,0,0.98,3.02
145,41.24,13.08,0.23,2.29,10.7,0.01,0.04,24.81,2.29,3.04,,,,,,99.33,mrwy01_phl5L Line 002 ,BT,MRWY01,lava,5.76,2.16,0.06,1.91,0,0.01,5.17,0.36,0.36,0,0,0,0,0,1.01,2.99
146,41.62,13.09,0.21,2.35,10.03,0.02,0.03,24.9,2.24,3.01,,,,,,99.12,mrwy01_phl5L Line 003 ,BT,MRWY01,lava,5.8,2.15,0.06,1.79,0,0,5.18,0.35,0.35,0,0,0,0,0,1.04,2.96
147,42.03,13.27,0.17,2.43,9.81,0,0.04,24.86,2.3,3.02,,,,,,99.4,mrwy01_phl5L Line 004 ,BT,MRWY01,lava,5.83,2.17,0.05,1.73,0,0.01,5.13,0.36,0.35,0,0,0,0,0,1.06,2.94
148,42.79,13.55,0.14,2.56,8.62,0.05,0.02,25.22,2.35,3.04,,,,,,100,mrwy01_phl5L Line 005 ,BT,MRWY01,lava,5.86,2.19,0.04,1.51,0.01,0,5.15,0.36,0.35,0,0,0,0,0,1.11,2.89
149,42.06,13.26,0.21,2.39,10.15,0.02,0.02,24.69,2.25,3.01,,,,,,99.86,mrwy01_phl5L Line 006 ,BT,MRWY01,lava,5.83,2.17,0.06,1.79,0,0,5.1,0.35,0.35,0,0,0,0,0,1.05,2.95
150,41.76,13.19,0.21,2.49,10.19,0.02,0.02,24.64,2.25,3,,,,,,99.17,mrwy01_phl5L Line 007 ,BT,MRWY01,lava,5.82,2.17,0.06,1.81,0,0,5.12,0.35,0.35,0,0,0,0,0,1.1,2.9
151,41.89,13.2,0.19,2.46,10.03,0.02,0.02,24.77,2.26,3.08,,,,,,99.6,mrwy01_phl5L Line 008 ,BT,MRWY01,lava,5.82,2.16,0.05,1.78,0,0,5.13,0.35,0.36,0,0,0,0,0,1.08,2.92
152,42.28,13.3,0.17,2.57,9.8,0.01,0.01,24.83,2.34,3.15,,,,,,99.96,mrwy01_phl5L Line 009 ,BT,MRWY01,lava,5.83,2.16,0.05,1.72,0,0,5.11,0.36,0.36,0,0,0,0,0,1.12,2.88
153,42.09,13.17,0.17,2.56,9.59,0.02,0.02,24.8,2.33,3.22,,,,,,99.5,mrwy01_phl5L Line 010 ,BT,MRWY01,lava,5.84,2.15,0.04,1.7,0,0,5.12,0.36,0.37,0,0,0,0,0,1.12,2.88
154,42.14,13.29,0.18,2.52,9.72,0,0.03,24.6,2.35,3.22,,,,,,99.74,mrwy01_phl5L Line 011 ,BT,MRWY01,lava,5.84,2.17,0.05,1.72,0,0,5.08,0.37,0.37,0,0,0,0,0,1.1,2.9
155,41.97,13.15,0.18,2.54,9.87,0.03,0.03,24.65,2.34,3.31,,,,,,99.98,mrwy01_phl5L Line 012 ,BT,MRWY01,lava,5.83,2.15,0.05,1.75,0,0,5.1,0.37,0.38,0,0,0,0,0,1.12,2.88
156,41.89,13,0.17,2.52,9.9,0.04,0.03,24.47,2.36,3.24,,,,,,99.22,mrwy01_phl5L Line 013 ,BT,MRWY01,lava,5.84,2.14,0.05,1.76,0,0,5.09,0.37,0.38,0,0,0,0,0,1.11,2.89
157,42.1,13.19,0.18,2.62,9.81,0.04,0.02,24.48,2.33,3.34,,,,,,99.77,mrwy01_phl5L Line 014 ,BT,MRWY01,lava,5.84,2.16,0.05,1.74,0,0,5.06,0.37,0.39,0,0,0,0,0,1.15,2.85
158,42.17,13.2,0.17,2.62,9.89,0.03,0.02,24.34,2.34,3.4,,,,,,99.84,mrwy01_phl5L Line 015 ,BT,MRWY01,lava,5.85,2.16,0.05,1.75,0,0,5.03,0.37,0.39,0,0,0,0,0,1.15,2.85
159,42.07,13.32,0.18,2.65,10.06,0.02,0.03,24.17,2.37,3.55,,,,,,100.11,mrwy01_phl5L Line 016 ,BT,MRWY01,lava,5.83,2.18,0.05,1.78,0,0,5,0.37,0.41,0,0,0,0,0,1.16,2.84
160,42.17,12.94,0.17,2.75,9.92,0.04,0.03,24.33,2.32,3.58,,,,,,99.67,mrwy01_phl5L Line 017 ,BT,MRWY01,lava,5.86,2.12,0.05,1.76,0,0,5.04,0.36,0.42,0,0,0,0,0,1.21,2.79
161,41.95,12.91,0.19,2.75,10.13,0,0.02,24.07,2.3,3.66,,,,,,99.48,mrwy01_phl5L Line 018 ,BT,MRWY01,lava,5.86,2.12,0.05,1.81,0,0,5.01,0.36,0.43,0,0,0,0,0,1.21,2.79
162,41.59,12.86,0.2,2.72,10.5,0.03,0.02,24.19,2.31,3.85,,,,,,99.79,mrwy01_phl5L Line 019 ,BT,MRWY01,lava,5.82,2.12,0.05,1.87,0,0,5.04,0.36,0.45,0,0,0,0,0,1.2,2.8
163,41.74,12.83,0.19,2.65,10.05,0.02,0.02,24.08,2.32,4,,,,,,99.33,mrwy01_phl5L Line 020 ,BT,MRWY01,lava,5.84,2.12,0.05,1.79,0,0,5.02,0.37,0.47,0,0,0,0,0,1.17,2.83
164,41.33,12.66,0.2,2.77,9.93,0.03,0.03,23.68,2.31,4.11,,,,,,98.31,mrwy01_phl5L Line 021 ,BT,MRWY01,lava,5.84,2.11,0.06,1.79,0,0,4.99,0.37,0.49,0,0,0,0,0,1.24,2.76
165,41.49,12.77,0.2,2.69,9.97,0.04,0.03,23.68,2.37,4.23,,,,,,99.02,mrwy01_phl5L Line 022 ,BT,MRWY01,lava,5.84,2.12,0.05,1.79,0,0,4.97,0.38,0.5,0,0,0,0,0,1.2,2.8
166,41.73,12.87,0.18,2.66,9.98,0.05,0.03,23.52,2.31,4.38,,,,,,99.42,mrwy01_phl5L Line 023 ,BT,MRWY01,lava,5.86,2.13,0.05,1.79,0.01,0,4.92,0.37,0.51,0,0,0,0,0,1.18,2.82
167,41.55,12.86,0.22,2.65,10.03,0.02,0.02,23.51,2.34,4.59,,,,,,99.39,mrwy01_phl5L Line 024 ,BT,MRWY01,lava,5.84,2.13,0.06,1.8,0,0,4.92,0.37,0.54,0,0,0,0,0,1.18,2.82
168,41.18,12.52,0.21,2.75,10.14,0.04,0.03,23.41,2.42,4.86,,,,,,99.08,mrwy01_phl5L Line 025 ,BT,MRWY01,lava,5.82,2.09,0.06,1.83,0,0,4.93,0.39,0.57,0,0,0,0,0,1.23,2.77
169,41,12.37,0.19,2.63,9.99,0.04,0.04,22.97,2.83,5.18,,,,,,98.99,mrwy01_phl5L Line 026 ,BT,MRWY01,lava,5.8,2.06,0.05,1.8,0,0.01,4.85,0.45,0.61,0,0,0,0,0,1.18,2.82
170,41.24,12.29,0.21,2.38,9.94,0.03,0.03,22.15,3.94,5.64,,,,,,100.05,mrwy01_phl5L Line 027 ,BT,MRWY01,lava,5.76,2.02,0.06,1.77,0,0,4.61,0.62,0.66,0,0,0,0,0,1.05,2.95
171,40.85,11.82,0.23,2.06,9.88,0.04,0.03,21.31,5.4,6.1,,,,,,100.67,mrwy01_phl5L Line 028 ,BT,MRWY01,lava,5.68,1.94,0.06,1.75,0,0.01,4.42,0.85,0.71,0,0,0,0,0,0.91,3.09
172,40.76,11.3,0.26,1.89,9.99,0.04,0.03,20.34,6.67,6.4,,,,,,100.83,mrwy01_phl5L Line 029 ,BT,MRWY01,lava,5.64,1.84,0.07,1.76,0,0,4.2,1.04,0.74,0,0,0,0,0,0.83,3.17
173,40.71,10.96,0.29,1.72,9.94,0.08,0.03,19.47,8.02,6.82,,,,,,100.98,mrwy01_phl5L Line 030 ,BT,MRWY01,lava,5.59,1.77,0.08,1.74,0.01,0,3.98,1.24,0.78,0,0,0,0,0,0.75,3.25
174,40.48,10.34,0.33,1.67,9.86,0.04,0.04,19.17,8.79,7.15,,,,,,101.96,mrwy01_phl5L Line 031 ,BT,MRWY01,lava,5.55,1.67,0.09,1.73,0,0.01,3.92,1.36,0.82,0,0,0,0,0,0.72,3.28
175,40.33,10.37,0.33,1.46,9.84,0.05,0.04,18.9,9.39,7.28,,,,,,101.64,mrwy01_phl5L Line 032 ,BT,MRWY01,lava,5.51,1.67,0.09,1.71,0.01,0.01,3.85,1.45,0.83,0,0,0,0,0,0.63,3.37
176,40.49,10.08,0.33,1.38,9.82,0.05,0.03,18.73,9.8,7.48,,,,,,102.49,mrwy01_phl5L Line 033 ,BT,MRWY01,lava,5.51,1.62,0.09,1.7,0.01,0,3.8,1.5,0.85,0,0,0,0,0,0.59,3.41
177,40.34,9.97,0.35,1.47,9.74,0.06,0.03,18.62,9.9,7.67,,,,,,102.93,mrwy01_phl5L Line 034 ,BT,MRWY01,lava,5.5,1.6,0.09,1.69,0.01,0,3.78,1.52,0.87,0,0,0,0,0,0.63,3.37
178,40.09,9.78,0.35,1.37,9.73,0.07,0.03,18.3,10.08,7.74,,,,,,101.29,mrwy01_phl5L Line 035 ,BT,MRWY01,lava,5.49,1.58,0.09,1.7,0.01,0,3.74,1.56,0.89,0,0,0,0,0,0.59,3.41
179,39.58,9.49,0.33,1.42,9.71,0.05,0.04,17.73,10.23,7.7,,,,,,96.27,mrwy01_phl5L Line 036 ,BT,MRWY01,lava,5.49,1.55,0.09,1.72,0.01,0.01,3.67,1.6,0.89,0,0,0,0,0,0.62,3.38
180,39.84,9.77,0.31,1.32,9.63,0.06,0.03,18.19,10.33,7.8,,,,,,101.58,mrwy01_phl5L Line 037 ,BT,MRWY01,lava,5.46,1.58,0.08,1.68,0.01,0,3.72,1.6,0.89,0,0,0,0,0,0.57,3.43
181,40.15,9.73,0.35,1.43,9.66,0.1,0.03,18.16,10.33,7.77,,,,,,101.82,mrwy01_phl5L Line 038 ,BT,MRWY01,lava,5.49,1.57,0.09,1.68,0.01,0,3.7,1.59,0.89,0,0,0,0,0,0.62,3.38
1,43.09,10.36,0.23,2.46,11.23,0.01,0,25.53,1.75,3.76,,,,,,98.41,mrwy263_phl1_1 ,EH,MRWY263,lava+xeno,6.04,1.71,0.06,2.01,0,0,5.33,0.28,0.44,0,0,0,0,0,1.09,2.91
2,42.68,10.57,0.15,2.2,11.07,0.02,0.01,25.38,1.94,3.86,,,,,,97.88,mrwy263_phl1_2 ,EH,MRWY263,lava+xeno,5.99,1.75,0.04,1.98,0,0,5.31,0.31,0.45,0,0,0,0,0,0.98,3.02
3,42.84,10.24,0.14,2.44,11.09,0.01,0.01,25.08,2.04,1.96,,,,,,95.85,mrwy263_phl1_3 ,EH,MRWY263,lava+xeno,6.09,1.72,0.04,2.01,0,0,5.32,0.33,0.23,0,0,0,0,0,1.1,2.9
4,42.53,10.64,0.15,2.32,11.02,0.01,0,25.27,1.99,3.79,,,,,,97.71,mrwy263_phl1_4 ,EH,MRWY263,lava+xeno,5.98,1.76,0.04,1.98,0,0,5.3,0.32,0.45,0,0,0,0,0,1.03,2.97
5,42.18,10.93,0.14,2.25,10.99,0.04,0.01,24.68,2.25,1.91,,,,,,95.37,mrwy263_phl1_5 ,EH,MRWY263,lava+xeno,6.01,1.84,0.04,2,0,0,5.24,0.36,0.23,0,0,0,0,0,1.01,2.99
6,42.41,11.08,0.16,2.41,11.01,0.04,0,24.66,2.24,3.83,,,,,,97.83,mrwy263_phl1_6 ,EH,MRWY263,lava+xeno,5.96,1.83,0.04,1.97,0,0,5.16,0.36,0.45,0,0,0,0,0,1.07,2.93
7,43.1,10.69,0.23,2.03,10.74,0.03,0.08,24.59,1.9,1.71,,,,,,95.09,mrwy263_phl1_7 ,EH,MRWY263,lava+xeno,6.13,1.79,0.06,1.95,0,0.01,5.21,0.31,0.2,0,0,0,0,0,0.91,3.09
8,42.78,10.44,0.19,2,10.96,0,0,25.07,1.76,2.09,,,,,,95.3,mrwy263_phl1_8 ,EH,MRWY263,lava+xeno,6.1,1.75,0.05,1.99,0,0,5.33,0.28,0.25,0,0,0,0,0,0.9,3.1
9,42.84,10.52,0.19,2.02,11.16,0.01,0,25.23,1.9,1.91,,,,,,95.79,mrwy263_phl1_9 ,EH,MRWY263,lava+xeno,6.08,1.76,0.05,2.02,0,0,5.34,0.3,0.23,0,0,0,0,0,0.91,3.09
10,42.02,10.88,0.11,3.08,11.21,0.02,0.04,24.85,2.04,1.88,,,,,,96.12,mrwy263_phl2_1 ,EH,MRWY263,lava+xeno,6.01,1.83,0.03,2.05,0,0.01,5.3,0.33,0.22,0,0,0,0,0,1.39,2.61
11,42.04,10.91,0.17,2.65,11.12,0.02,0.02,24.41,2.03,1.86,,,,,,95.23,mrwy263_phl2_2 ,EH,MRWY263,lava+xeno,6.04,1.85,0.05,2.04,0,0,5.23,0.33,0.22,0,0,0,0,0,1.2,2.8
12,42.07,11.2,0.1,3.06,11.21,0.01,0.02,24.96,2.2,3.7,,,,,,98.53,mrwy263_phl2_3 ,EH,MRWY263,lava+xeno,5.91,1.86,0.03,2.01,0,0,5.23,0.35,0.44,0,0,0,0,0,1.36,2.64
13,42.26,10.82,0.15,2.78,11.03,0,0.02,24.6,1.68,1.71,,,,,,95.05,mrwy263_phl2_4 ,EH,MRWY263,lava+xeno,6.09,1.84,0.04,2.03,0,0,5.28,0.27,0.21,0,0,0,0,0,1.27,2.73
14,42.12,10.95,0.1,3,11.04,0.03,0.02,24.8,1.98,1.78,,,,,,95.82,mrwy263_phl2_5 ,EH,MRWY263,lava+xeno,6.03,1.85,0.03,2.02,0,0,5.29,0.32,0.21,0,0,0,0,0,1.36,2.64
15,42.01,10.95,0.11,2.87,11.21,0.02,0,24.55,1.8,1.85,,,,,,95.37,mrwy263_phl2_6 ,EH,MRWY263,lava+xeno,6.05,1.86,0.03,2.06,0,0,5.27,0.29,0.22,0,0,0,0,0,1.31,2.69
16,42.35,10.81,0.17,2.92,11.1,0.02,0.01,24.58,1.64,1.7,,,,,,95.31,mrwy263_phl2_7 ,EH,MRWY263,lava+xeno,6.1,1.83,0.05,2.04,0,0,5.27,0.27,0.2,0,0,0,0,0,1.33,2.67
17,42.09,10.9,0.07,2.89,11.19,0.01,0,25.36,2.14,3.56,,,,,,98.22,mrwy263_phl2_8 ,EH,MRWY263,lava+xeno,5.93,1.81,0.02,2.01,0,0,5.32,0.34,0.42,0,0,0,0,0,1.29,2.71
18,42.02,10.78,0.09,2.95,11.22,0.01,0.02,24.77,2.09,2.07,,,,,,96.02,mrwy263_phl2_9 ,EH,MRWY263,lava+xeno,6.01,1.82,0.02,2.05,0,0,5.28,0.34,0.25,0,0,0,0,0,1.34,2.66
19,42.81,10.09,0.14,2.75,11.1,0.03,0.01,25.26,1.84,1.87,,,,,,95.89,mrwy263_phl3_1 ,EH,MRWY263,lava+xeno,6.11,1.7,0.04,2.02,0,0,5.38,0.3,0.22,0,0,0,0,0,1.24,2.76
20,42.74,10.32,0.15,2.52,11.04,0.02,0.01,25.31,1.96,3.9,,,,,,97.97,mrwy263_phl3_2 ,EH,MRWY263,lava+xeno,6.01,1.71,0.04,1.98,0,0,5.31,0.31,0.46,0,0,0,0,0,1.12,2.88
21,41.88,10.83,0.06,2.75,11.15,0.04,0.05,24.34,1.98,2.03,,,,,,95.11,mrwy263_phl4_1 ,EH,MRWY263,lava+xeno,6.04,1.84,0.02,2.05,0,0.01,5.23,0.32,0.24,0,0,0,0,0,1.25,2.75
22,42.28,10.85,0.18,1.37,11.04,0.02,0,24.66,2.04,1.85,,,,,,94.29,mrwy263_phl4_2 ,EH,MRWY263,lava+xeno,6.04,1.83,0.05,2.01,0,0,5.26,0.33,0.22,0,0,0,0,0,0.62,3.38
23,42.13,10.73,0.21,2.02,10.98,0.02,0.02,24.76,1.95,3.65,,,,,,96.47,mrwy263_phl4_3 ,EH,MRWY263,lava+xeno,5.99,1.8,0.06,1.99,0,0,5.24,0.31,0.43,0,0,0,0,0,0.91,3.09
24,42.65,10.27,0.11,2.47,11.07,0.03,0.05,24.44,1.95,2.08,,,,,,95.12,mrwy263_phl4_4 ,EH,MRWY263,lava+xeno,6.12,1.74,0.03,2.03,0,0.01,5.23,0.32,0.25,0,0,0,0,0,1.12,2.88
25,42.34,10.74,0.16,2.28,10.95,0.01,0,25.07,2.03,3.79,,,,,,97.37,mrwy263_phl4_5 ,EH,MRWY263,lava+xeno,5.97,1.79,0.04,1.97,0,0,5.27,0.32,0.45,0,0,0,0,0,1.02,2.98
26,42.25,10.84,0.19,1.3,11.03,0.04,0,24.77,2.04,1.73,,,,,,94.2,mrwy263_phl4_6 ,EH,MRWY263,lava+xeno,6.04,1.83,0.05,2.01,0.01,0,5.28,0.33,0.21,0,0,0,0,0,0.59,3.41
27,42.45,10.86,0.16,1.84,11.14,0.02,0.02,25,1.73,3.42,,,,,,96.64,mrwy263_phl4_7 ,EH,MRWY263,lava+xeno,6.01,1.81,0.04,2.01,0,0,5.27,0.28,0.4,0,0,0,0,0,0.82,3.18
28,42.04,10.97,0.15,2.03,11.09,0.02,0,24.38,2.06,1.73,,,,,,94.47,mrwy263_phl4_8 ,EH,MRWY263,lava+xeno,6.04,1.86,0.04,2.03,0,0,5.22,0.33,0.21,0,0,0,0,0,0.92,3.08
29,41.8,11.02,0.16,2.44,11.01,0.02,0,24.64,2.02,3.46,,,,,,96.57,mrwy263_phl4_9 ,EH,MRWY263,lava+xeno,5.95,1.85,0.04,2,0,0,5.23,0.32,0.41,0,0,0,0,0,1.1,2.9
30,41.64,11.01,0.12,2.23,10.95,0.04,0.01,24.48,2,1.8,,,,,,94.28,mrwy263_phl4_10 ,EH,MRWY263,lava+xeno,6.01,1.87,0.03,2.02,0,0,5.27,0.33,0.22,0,0,0,0,0,1.02,2.98
31,42.14,10.91,0.17,1.32,10.99,0.04,0,24.56,1.99,1.65,,,,,,93.77,mrwy263_phl4_11 ,EH,MRWY263,lava+xeno,6.05,1.85,0.05,2.01,0,0,5.26,0.32,0.2,0,0,0,0,0,0.6,3.4
32,42.14,10.93,0.18,1.64,10.97,0.02,0.01,24.77,2,3.42,,,,,,96.08,mrwy263_phl4_12 ,EH,MRWY263,lava+xeno,5.98,1.83,0.05,1.99,0,0,5.24,0.32,0.41,0,0,0,0,0,0.74,3.26
33,42.01,10.8,0.19,1.53,10.91,0.02,0,24.43,2.01,1.77,,,,,,93.67,mrwy263_phl4_13 ,EH,MRWY263,lava+xeno,6.05,1.83,0.05,2.01,0,0,5.25,0.33,0.21,0,0,0,0,0,0.7,3.3
34,39.8,13.26,0.07,2,11,0.07,0.01,23.01,1.21,4.01,,,,,,94.44,mrwy263_phl5_1 ,EH,MRWY263,lava+xeno,5.81,2.28,0.02,2.05,0.01,0,5.01,0.2,0.49,0,0,0,0,0,0.92,3.08
36,39.03,14.89,0.06,1.43,10.97,0.11,0.05,21.99,0.61,4.81,,,,,,93.95,mrwy263_phl5_3 ,EH,MRWY263,lava+xeno,5.73,2.58,0.02,2.06,0.01,0.01,4.82,0.1,0.59,0,0,0,0,0,0.66,3.34
38,39.88,13.8,0.06,1.91,11,0.08,0,23.07,0.85,4.24,,,,,,94.89,mrwy263_phl5_5 ,EH,MRWY263,lava+xeno,5.8,2.37,0.02,2.04,0.01,0,5.01,0.14,0.52,0,0,0,0,0,0.88,3.12
40,39.51,13.85,0.06,1.65,11.01,0.04,0.03,23.14,0.88,4.11,,,,,,94.28,mrwy263_phl5_7 ,EH,MRWY263,lava+xeno,5.77,2.39,0.02,2.05,0.01,0,5.04,0.14,0.5,0,0,0,0,0,0.76,3.24
46,37.75,17.25,0.1,1.78,11.22,0.1,0.02,20.97,0.21,5.76,,,,,,95.16,mrwy263_phl5_13 ,EH,MRWY263,lava+xeno,5.54,2.98,0.03,2.1,0.01,0,4.59,0.04,0.71,0,0,0,0,0,0.83,3.17
47,37.63,16.8,0.06,1.74,11.08,0.09,0.09,21.16,0.53,5.9,,,,,,95.08,mrwy263_phl5_14 ,EH,MRWY263,lava+xeno,5.52,2.91,0.02,2.07,0.01,0.01,4.63,0.09,0.72,0,0,0,0,0,0.81,3.19
48,37.81,16.79,0.05,1.77,11.16,0.06,0.01,21.49,0.25,5.17,,,,,,94.57,mrwy263_phl5_15 ,EH,MRWY263,lava+xeno,5.57,2.91,0.01,2.1,0.01,0,4.72,0.04,0.64,0,0,0,0,0,0.82,3.18
53,41.63,10.59,0.15,3.2,11.04,0.02,0.03,24.77,2,3.7,,,,,,97.13,mrwy263_phl6_2 ,EH,MRWY263,lava+xeno,5.96,1.79,0.04,2.02,0,0,5.28,0.32,0.44,0,0,0,0,0,1.45,2.55
54,41.92,10.66,0.1,2.8,11.09,0.01,0.01,24.95,1.97,3.69,,,,,,97.2,mrwy263_phl6_3 ,EH,MRWY263,lava+xeno,5.97,1.79,0.03,2.01,0,0,5.29,0.32,0.44,0,0,0,0,0,1.26,2.74
55,41.8,10.67,0.07,3.02,10.99,0.02,0.06,24.66,2,3.88,,,,,,97.16,mrwy263_phl6_4 ,EH,MRWY263,lava+xeno,5.97,1.79,0.02,2,0,0.01,5.25,0.32,0.46,0,0,0,0,0,1.36,2.64
56,42,10.41,0.17,2.81,10.99,0.04,0.03,24.9,1.9,3.83,,,,,,97.08,mrwy263_phl6_5 ,EH,MRWY263,lava+xeno,5.99,1.75,0.05,2,0,0.01,5.29,0.31,0.46,0,0,0,0,0,1.27,2.73
57,42.39,10.23,0.15,2.69,11.1,0.02,0.03,25,1.95,3.63,,,,,,97.19,mrwy263_phl6_6 ,EH,MRWY263,lava+xeno,6.02,1.71,0.04,2.01,0,0,5.3,0.31,0.43,0,0,0,0,0,1.21,2.79
58,41.61,10.76,0.11,2.44,11.03,0.03,0,25.01,1.98,3.75,,,,,,96.72,mrwy263_phl6_7 ,EH,MRWY263,lava+xeno,5.93,1.81,0.03,2.01,0,0,5.32,0.32,0.45,0,0,0,0,0,1.1,2.9
59,41.74,10.64,0.1,2.42,11.03,0.05,0,24.93,2.12,3.8,,,,,,96.84,mrwy263_phl6_8 ,EH,MRWY263,lava+xeno,5.94,1.78,0.03,2,0.01,0,5.29,0.34,0.45,0,0,0,0,0,1.09,2.91
60,42.31,10.14,0.2,2.92,11.16,0.06,0.05,24.47,2.04,3.88,,,,,,97.23,mrwy263_phl6_9 ,EH,MRWY263,lava+xeno,6.03,1.7,0.06,2.03,0.01,0.01,5.2,0.33,0.46,0,0,0,0,0,1.32,2.68
61,41.77,10.64,0.18,2.6,10.93,0.01,0.03,25.06,1.92,3.86,,,,,,97,mrwy263_phl6_10 ,EH,MRWY263,lava+xeno,5.95,1.79,0.05,1.99,0,0.01,5.32,0.31,0.46,0,0,0,0,0,1.17,2.83
62,41.71,10.63,0.12,2.52,11.04,0,0.03,24.96,1.96,3.94,,,,,,96.91,mrwy263_phl6_11 ,EH,MRWY263,lava+xeno,5.95,1.79,0.03,2.01,0,0,5.3,0.32,0.47,0,0,0,0,0,1.14,2.86
63,41.04,8.03,0.3,1,9.8,0.03,0.31,16.61,9.86,8.53,,,,,,95.51,mrwy263_phl6_12 ,EH,MRWY263,lava+xeno,5.74,1.32,0.08,1.75,0,0.05,3.46,1.56,1,0,0,0,0,0,0.44,3.56
64,40.63,8.42,0.21,1.31,10.17,0.08,0.12,18.37,8.85,7.79,,,,,,95.95,mrwy263_phl6_13 ,EH,MRWY263,lava+xeno,5.7,1.39,0.06,1.82,0.01,0.02,3.84,1.4,0.91,0,0,0,0,0,0.58,3.42
65,41.89,11,0.16,2.54,10.96,0,0.01,24.22,1.97,3.76,,,,,,96.5,mrwy263_phl7_1 ,EH,MRWY263,lava+xeno,5.98,1.85,0.04,2,0,0,5.16,0.32,0.45,0,0,0,0,0,1.15,2.85
66,41.99,10.58,0.11,2.03,11.11,0.04,0,24.61,1.82,3.56,,,,,,95.86,mrwy263_phl7_2 ,EH,MRWY263,lava+xeno,6.01,1.78,0.03,2.03,0,0,5.25,0.29,0.43,0,0,0,0,0,0.92,3.08
67,42.39,10.37,0.13,2.3,11.06,0.03,0,24.62,1.96,3.86,,,,,,96.73,mrwy263_phl7_3 ,EH,MRWY263,lava+xeno,6.03,1.74,0.04,2.01,0,0,5.22,0.31,0.46,0,0,0,0,0,1.03,2.97
68,42.49,10.22,0.16,2.26,11.09,0.02,0.01,24.77,2.02,3.94,,,,,,96.97,mrwy263_phl7_4 ,EH,MRWY263,lava+xeno,6.03,1.71,0.04,2.01,0,0,5.24,0.32,0.47,0,0,0,0,0,1.01,2.99
69,42.89,9.97,0.16,2.13,10.91,0.02,0.11,24.61,1.99,3.93,,,,,,96.72,mrwy263_phl7_5 ,EH,MRWY263,lava+xeno,6.08,1.67,0.05,1.97,0,0.02,5.2,0.32,0.47,0,0,0,0,0,0.96,3.04
70,42.65,10.21,0.1,2.27,11.3,0.02,0.01,24.69,2.05,4.03,,,,,,97.33,mrwy263_phl7_6 ,EH,MRWY263,lava+xeno,6.03,1.7,0.03,2.04,0,0,5.21,0.33,0.48,0,0,0,0,0,1.02,2.98
71,42.16,10.4,0.14,2.27,11.12,0,0.01,24.48,2.06,4.07,,,,,,96.71,mrwy263_phl7_7 ,EH,MRWY263,lava+xeno,6,1.75,0.04,2.02,0,0,5.2,0.33,0.48,0,0,0,0,0,1.02,2.98
72,42.47,10.31,0.1,2.2,11.03,0,0.01,24.7,1.95,3.82,,,,,,96.59,mrwy263_phl7_8 ,EH,MRWY263,lava+xeno,6.04,1.73,0.03,2,0,0,5.24,0.31,0.45,0,0,0,0,0,0.99,3.01
